lr,sigma,T0,ascent_method,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.05,0.5,1.0,ascent,64.67265332763986,43.46994345521102,50.0,80.50000000000006,11.793857554312002,0.01,9,63.58818296213287,4182.552088437087,42.68325847556159,1.685214910507202
0.05,0.5,10.0,ascent,59.450950228568445,36.44553601211927,9.02758112212188,80.50000000000006,21.6962730115087,0.01,1,55.35058464451664,3534.4154830797224,33.109661440733916,1.9664698505401612
0.05,1.0,0.01,ascent,62.59780462109018,46.45891692459684,49.98386967409806,80.50000000000006,14.5287597508326,0.01,7,60.888424872735584,3918.4851433801787,46.24581990013276,1.8174785041809083
0.05,1.0,0.1,ascent,59.961233635033324,47.13574525851331,49.98386967409806,80.50000000000006,13.512882954264608,0.01,8,58.41876011436219,3595.3495390350513,46.94749320017706,1.7072977256774902
0.05,1.0,1.0,ascent,65.09250467736206,45.79881832325591,49.98386967409806,80.50000000000006,15.04597372536448,0.01,5,63.32971529880774,4237.034165172401,45.56541990013286,1.6424310398101807
0.05,1.0,10.0,ascent,67.32112734521915,44.91493016972158,49.98386967409806,80.50000000000006,15.020933354663368,0.01,6,65.62397235908517,4532.1341870312135,44.672986400354574,1.5847417736053466
0.05,2.0,0.01,ascent,60.12046240673805,47.53177884321185,50.0,80.50000000000006,13.69446603559265,0.01,18,58.54000000000002,3614.470000000003,47.34000000000002,1.641483325958252
0.05,2.0,0.1,ascent,60.12046240673804,47.53177884321185,50.0,80.50000000000006,13.69446603559265,0.01,18,58.54000000000002,3614.4700000000025,47.34000000000002,1.7024565029144287
0.05,2.0,1.0,ascent,61.43028569036614,47.16863364567605,50.0,80.50000000000006,14.22752262342256,0.01,17,59.76000000000002,3773.680000000003,46.96000000000003,1.796549654006958
0.05,2.0,10.0,ascent,68.7672887352701,44.92816488573736,50.0,80.50000000000006,15.139801848108874,0.01,11,67.08000000000003,4728.940000000005,44.680000000000035,1.6187902641296388
0.1,0.1,0.01,ascent,63.18880136589052,42.310254353929786,32.000000000000114,80.69885314456967,13.109824528503523,0.01,1,61.81389098649117,3992.824618057967,41.990312911244246,1.599669418334961
0.1,0.1,0.1,ascent,63.64042293231552,41.22420645734182,32.000000000000114,80.68511765004752,16.10732616966698,0.01,1,61.56831550942378,4050.103431003992,40.86511866757886,1.6504865550994874
0.1,0.1,1.0,ascent,49.79851824237012,29.221958636369223,9.626336889208709,80.61393755991324,23.448057095604547,0.01,1,43.93268757516366,2479.89241913567,22.8588946260301,1.8291334152221679
0.1,0.1,10.0,ascent,52.647131993230424,30.693354639341738,5.390480864554292,79.35866659515732,23.212167838980296,0.01,1,47.253738173055005,2771.720507112627,25.94429289951159,2.124534664154053
0.1,0.5,0.01,ascent,53.22719811960406,42.97135343458536,32.000000000000114,74.90033988751264,15.448307792504645,0.01,7,50.936081573003065,2833.1346196635823,42.25280000000066,1.7295379829406738
0.1,0.5,0.1,ascent,57.19881437675059,40.34074069721681,32.000000000000114,74.90033988751264,18.27702460918991,0.01,8,54.200135955005095,3271.7043661059697,39.728000000001096,1.6237872123718262
0.1,0.5,1.0,ascent,59.723566254084055,43.84718189348185,32.000000000000114,74.90033988751264,15.03491435588836,0.01,3,57.80013595500507,3566.9043661059677,43.32800000000107,1.7169384002685546
0.1,0.5,10.0,ascent,53.606543983868946,43.891067618829794,32.000000000000114,74.90033988751264,13.78544854412578,0.01,5,51.803696454323955,2873.661557894476,43.07734102493509,1.6559544277191163
0.1,1.0,0.01,ascent,40.19050039115496,35.38863804777932,15.811666733945266,59.89966011247169,16.500277226394108,0.01,7,36.64719870799905,1615.2763216914273,29.4820462176866,1.6597000122070313
0.1,1.0,0.1,ascent,46.828960899143816,41.039963846245016,15.811666733945266,59.89966011247169,15.758785673482242,0.01,4,44.0977579134222,2192.95157889354,37.16048355296493,1.587266082763672
0.1,1.0,1.0,ascent,43.91898047581948,40.552932750002775,15.811666733945266,59.89966011247169,15.357752875585074,0.01,5,41.14627896478454,1928.8768460354127,35.79140444120481,1.5781372356414796
0.1,1.0,10.0,ascent,45.031705017687194,41.752084166548435,15.811666733945266,59.89966011247169,12.777610240458696,0.01,2,43.18086536120969,2027.8544567999943,39.159441776482346,1.5772620010375977
0.1,2.0,0.01,ascent,48.80491778499376,48.80491778499377,32.000000000000114,50.0,4.883277587850163,0.01,2,48.56,2381.9200000000005,48.56000000000002,1.6430575275421142
0.1,2.0,0.1,ascent,46.95529789065342,46.955297890653426,32.000000000000114,50.0,7.199999999999954,0.01,5,46.40000000000002,2204.8000000000015,46.40000000000002,1.598742446899414
0.1,2.0,1.0,ascent,46.32234881782228,46.322348817822295,32.000000000000114,50.0,7.687496341462496,0.01,6,45.68000000000002,2145.7600000000016,45.680000000000035,1.5603044509887696
0.1,2.0,10.0,ascent,46.76021190110462,43.65883060093672,32.000000000000114,60.59071192053503,8.931790200531946,0.01,6,45.89924335814139,2186.517417036206,42.36588204986895,1.5626038360595702
